Genes	cor	pvalue	Diff_group	gene_upper	is_bcell	to_label	adjusted_pvalue
TFEC	0.218999905816295	0.0149475920303592	Benign_Tumor	TFEC	FALSE	FALSE	0.0184481574487862
TFF1	0.472140343311617	3.52633345055176e-08	Benign_Tumor	TFF1	FALSE	FALSE	1.96267301020166e-07
TFF3	0.410245320475033	2.44659643933062e-06	Benign_Tumor	TFF3	FALSE	FALSE	7.87044956614248e-06
TFG	0.341258058645678	0.000112136518684362	Benign_Tumor	TFG	FALSE	FALSE	0.000227976763116393
TFIP11	0.376339178128141	1.78676902300723e-05	Benign_Tumor	TFIP11	FALSE	FALSE	4.51197567622695e-05
TFIP11-DT	0.20455395528056	0.023237772046872	Benign_Tumor	TFIP11-DT	FALSE	FALSE	0.0276527158648069
TFPI	0.224225724310076	0.0126588736987209	Benign_Tumor	TFPI	FALSE	FALSE	0.0158419029339586
TFPI2	0.381269449488161	1.35630134202549e-05	Benign_Tumor	TFPI2	FALSE	FALSE	3.55293771083569e-05
TFPT	0.392654474176565	7.05391367988687e-06	Benign_Tumor	TFPT	FALSE	FALSE	1.99873722228672e-05
TFRC	0.450742162065454	1.68071217040486e-07	Benign_Tumor	TFRC	FALSE	FALSE	7.58439021434798e-07
TGDS	0.142050758385557	0.117046409680741	Benign_Tumor	TGDS	FALSE	FALSE	0.125551986358877
TGFA	0.368710574295163	2.71342753979066e-05	Benign_Tumor	TGFA	FALSE	FALSE	6.51297889598643e-05
TGFB1	0.322807219778461	0.000271011687492667	Benign_Tumor	TGFB1	FALSE	FALSE	0.000495883563544038
TGFB1I1	0.306853239450168	0.000556263143081306	Benign_Tumor	TGFB1I1	FALSE	FALSE	0.000943442161533999
TGFB2	0.246026286071481	0.00608810846618046	Benign_Tumor	TGFB2	FALSE	FALSE	0.00813984329995448
TGFB3	0.313657564434243	0.000411346718456486	Benign_Tumor	TGFB3	FALSE	FALSE	0.000720249881551929
TGFBI	0.286573153430508	0.00131139270998425	Benign_Tumor	TGFBI	FALSE	FALSE	0.00203571757103117
TGFBR1	0.335920387872862	0.000145580907495241	Benign_Tumor	TGFBR1	FALSE	FALSE	0.000286434803843764
TGFBR2	0.353287605166041	6.1187338722598e-05	Benign_Tumor	TGFBR2	FALSE	FALSE	0.000133567483309086
TGFBR3	0.265181383571439	0.00303436939177535	Benign_Tumor	TGFBR3	FALSE	FALSE	0.0043134855808414
TGFBR3L	0.141007351177747	0.119788240091939	Benign_Tumor	TGFBR3L	FALSE	FALSE	0.12837810632109
TGFBRAP1	0.417598977284943	1.54326120662888e-06	Benign_Tumor	TGFBRAP1	FALSE	FALSE	5.28667108905225e-06
TGIF1	0.47006482457876	4.12241407089034e-08	Benign_Tumor	TGIF1	FALSE	FALSE	2.25390992112779e-07
TGIF2	0.223433383389846	0.0129848591477182	Benign_Tumor	TGIF2	FALSE	FALSE	0.0162133748803252
TGM1	0.274299592702514	0.00213929771537531	Benign_Tumor	TGM1	FALSE	FALSE	0.0031545576480958
TGM2	0.360851226002504	4.12796722774173e-05	Benign_Tumor	TGM2	FALSE	FALSE	9.42683881478625e-05
TGM4	0.385759030584257	1.0511156586196e-05	Benign_Tumor	TGM4	FALSE	FALSE	2.83790293891869e-05
TGOLN2	0.455129790127671	1.23080559568098e-07	Benign_Tumor	TGOLN2	FALSE	FALSE	5.79423686261787e-07
TGS1	0.202740259413641	0.0245157161828963	Benign_Tumor	TGS1	FALSE	FALSE	0.0290638891684108
THADA	0.313358512245568	0.000416902463753236	Benign_Tumor	THADA	FALSE	FALSE	0.000729649591821662
THAP1	0.0630221206340971	0.488622511824052	Benign_Tumor	THAP1	FALSE	FALSE	0.496205958698139
THAP10	0.119355250534146	0.18854225288643	Benign_Tumor	THAP10	FALSE	FALSE	0.197935048146176
THAP11	0.436928861396655	4.3579386554802e-07	Benign_Tumor	THAP11	FALSE	FALSE	1.73356105191309e-06
THAP12	0.153295777377764	0.0904946585153731	Benign_Tumor	THAP12	FALSE	FALSE	0.0985023636723216
THAP2	0.132604533942347	0.143712597940135	Benign_Tumor	THAP2	FALSE	FALSE	0.152725282361248
THAP3	0.41218527978221	2.16884062012068e-06	Benign_Tumor	THAP3	FALSE	FALSE	7.10910439426212e-06
THAP4	0.356196432399489	5.2654614565488e-05	Benign_Tumor	THAP4	FALSE	FALSE	0.000117174951790275
THAP5	0.102516618387208	0.259180114510112	Benign_Tumor	THAP5	FALSE	FALSE	0.268275966983448
THAP6	0.124814897661336	0.16897165094084	Benign_Tumor	THAP6	FALSE	FALSE	0.178158125937827
THAP7	0.354404790173875	5.77677778193079e-05	Benign_Tumor	THAP7	FALSE	FALSE	0.000127100537437141
THAP7-AS1	0.735365230266296	3.49529862031968e-22	Benign_Tumor	THAP7-AS1	FALSE	FALSE	4.32002265192368e-20
THAP8	0.379075212114424	1.53417059870424e-05	Benign_Tumor	THAP8	FALSE	FALSE	3.9464219910177e-05
THAP9	0.0614863081155905	0.499299017047203	Benign_Tumor	THAP9	FALSE	FALSE	0.506783783645708
THAP9-AS1	0.427820772684251	7.985165882437e-07	Benign_Tumor	THAP9-AS1	FALSE	FALSE	2.94884961553691e-06
THBD	0.550094604790236	4.38453518230614e-11	Benign_Tumor	THBD	FALSE	FALSE	5.82100310264736e-10
THBS1	0.599305037965803	2.42100743140451e-13	Benign_Tumor	THBS1	FALSE	FALSE	5.74730925750952e-12
THBS1-IT1	0.593666745356914	4.59488589814004e-13	Benign_Tumor	THBS1-IT1	FALSE	FALSE	1.03255639382013e-11
THBS2	0.35341390716592	6.07914661938154e-05	Benign_Tumor	THBS2	FALSE	FALSE	0.00013294558391185
THBS3	0.568874947370063	6.67006108620239e-12	Benign_Tumor	THBS3	FALSE	FALSE	1.11811476098417e-10
THBS4	0.00564742148865732	0.950567678213284	Benign_Tumor	THBS4	FALSE	FALSE	0.951422999731054
THEM4	0.285318619934719	0.00138005285239001	Benign_Tumor	THEM4	FALSE	FALSE	0.00213231104973406
THEM6	0.112615955085644	0.214913203018369	Benign_Tumor	THEM6	FALSE	FALSE	0.224078957592733
THEMIS2	0.480280257159206	1.8920062801317e-08	Benign_Tumor	THEMIS2	FALSE	FALSE	1.1536497181085e-07
THG1L	0.174716257152722	0.0532600955981328	Benign_Tumor	THG1L	FALSE	FALSE	0.0598210940317145
THNSL1	0.0480174508691319	0.597911528646677	Benign_Tumor	THNSL1	FALSE	FALSE	0.603961616113038
THNSL2	0.820508770567229	3.59044149136244e-31	Benign_Tumor	THNSL2	FALSE	FALSE	1.57739546352002e-28
THOC1	0.31327945163741	0.000418382761131002	Benign_Tumor	THOC1	FALSE	FALSE	0.000731993566913054
THOC2	0.266381908068151	0.00289985068688005	Benign_Tumor	THOC2	FALSE	FALSE	0.00414344203567144
THOC3	0.546756253619605	6.05383872526748e-11	Benign_Tumor	THOC3	FALSE	FALSE	7.72757626791725e-10
THOC5	0.430629108127108	6.63755281931475e-07	Benign_Tumor	THOC5	FALSE	FALSE	2.5088983023104e-06
THOC6	0.291384187883122	0.00107597642438176	Benign_Tumor	THOC6	FALSE	FALSE	0.0017024314082777
THOC7	0.154344006048996	0.0882859136957805	Benign_Tumor	THOC7	FALSE	FALSE	0.0962394325902555
THOP1	0.404543674013304	3.47131539704892e-06	Benign_Tumor	THOP1	FALSE	FALSE	1.06772258894416e-05
THRA	0.460798516158809	8.17613514357673e-08	Benign_Tumor	THRA	FALSE	FALSE	4.04212547907684e-07
THRAP3	0.383382430475101	1.2035272775385e-05	Benign_Tumor	THRAP3	FALSE	FALSE	3.19021792223099e-05
THRB	0.413337154243936	2.01835749456862e-06	Benign_Tumor	THRB	FALSE	FALSE	6.67910779067512e-06
THSD1	0.137024394790022	0.130713185953668	Benign_Tumor	THSD1	FALSE	FALSE	0.139539103705544
THSD4	0.315297822871536	0.000382069814450076	Benign_Tumor	THSD4	FALSE	FALSE	0.000674370760561151
THSD7A	0.165302505616131	0.0676748068003628	Benign_Tumor	THSD7A	FALSE	FALSE	0.0749679731328816
THTPA	0.492892269872209	6.97901916927233e-09	Benign_Tumor	THTPA	FALSE	FALSE	4.87792810961262e-08
THUMPD1	0.321581316100662	0.000286815698113893	Benign_Tumor	THUMPD1	FALSE	FALSE	0.000522346025813081
THUMPD2	0.309122232467715	0.000503406985741382	Benign_Tumor	THUMPD2	FALSE	FALSE	0.000863102167670433
THUMPD3	0.276685355442133	0.00194850377639854	Benign_Tumor	THUMPD3	FALSE	FALSE	0.00290262572315424
THUMPD3-AS1	0.583545320640889	1.40759368875993e-12	Benign_Tumor	THUMPD3-AS1	FALSE	FALSE	2.83576410285361e-11
THY1	0.316714450569516	0.000358345109538643	Benign_Tumor	THY1	FALSE	FALSE	0.000636390510987032
THYN1	0.306184346777202	0.000572792273060261	Benign_Tumor	THYN1	FALSE	FALSE	0.000967052696050243
TIA1	0.34763585231989	8.15813140981361e-05	Benign_Tumor	TIA1	FALSE	FALSE	0.000171916888288264
TIAL1	0.137778861780775	0.128587178412414	Benign_Tumor	TIAL1	FALSE	FALSE	0.137373130919704
TIAM1	0.332110197173738	0.000174893563701123	Benign_Tumor	TIAM1	FALSE	FALSE	0.000336000181040907
TIAM2	0.214603748852283	0.0171437434955544	Benign_Tumor	TIAM2	FALSE	FALSE	0.020928080070257
TICAM1	0.305581716849312	0.000588069468607277	Benign_Tumor	TICAM1	FALSE	FALSE	0.000989626738126337
TICAM2-AS1	0.220547089340559	0.0142351532373029	Benign_Tumor	TICAM2-AS1	FALSE	FALSE	0.0176477205820543
TIE1	0.361551573891155	3.97823793201488e-05	Benign_Tumor	TIE1	FALSE	FALSE	9.12282422548487e-05
TIFA	0.280957741805243	0.00164496200369053	Benign_Tumor	TIFA	FALSE	FALSE	0.00249702634598622
TIGAR	0.446044524288274	2.33490857857006e-07	Benign_Tumor	TIGAR	FALSE	FALSE	1.01200063896583e-06
TIGD2	0.128102847506954	0.157935835322744	Benign_Tumor	TIGD2	FALSE	FALSE	0.167122019669844
TIGD5	0.0577922066585135	0.525471964128324	Benign_Tumor	TIGD5	FALSE	FALSE	0.532481448293232
TIGD6	0.336917510652238	0.000138702380143411	Benign_Tumor	TIGD6	FALSE	FALSE	0.000274985635388076
TIGD7	0.157264769850206	0.0823573442489963	Benign_Tumor	TIGD7	FALSE	FALSE	0.0901934544296497
TIMELESS	0.228315963699404	0.0110873529967132	Benign_Tumor	TIMELESS	FALSE	FALSE	0.014025127789604
TIMM10	0.518529440281376	8.07833266543979e-10	Benign_Tumor	TIMM10	FALSE	FALSE	7.44401624845526e-09
TIMM10B	0.456629371168356	1.10537444843628e-07	Benign_Tumor	TIMM10B	FALSE	FALSE	5.26905304116871e-07
TIMM13	0.320761018989662	0.000297862310847175	Benign_Tumor	TIMM13	FALSE	FALSE	0.000540489380351994
TIMM17A	0.350240822229165	7.14995275971105e-05	Benign_Tumor	TIMM17A	FALSE	FALSE	0.000153032180218499
TIMM17B	0.386067180318307	1.03274313345411e-05	Benign_Tumor	TIMM17B	FALSE	FALSE	2.79500554750394e-05
TIMM21	0.197357402823486	0.0286682457896317	Benign_Tumor	TIMM21	FALSE	FALSE	0.0335525771593217
TIMM22	0.328286949135037	0.000209740110676218	Benign_Tumor	TIMM22	FALSE	FALSE	0.000395338022701615
TIMM23	0.391759158307926	7.43261616331102e-06	Benign_Tumor	TIMM23	FALSE	FALSE	2.09385187248992e-05
TIMM23B	0.565353561527983	9.58071329121364e-12	Benign_Tumor	TIMM23B	FALSE	FALSE	1.53656486183388e-10
TIMM29	0.497156879886973	4.93546549621867e-09	Benign_Tumor	TIMM29	FALSE	FALSE	3.60675758670171e-08
TIMM44	0.589899719998765	7.00172009734328e-13	Benign_Tumor	TIMM44	FALSE	FALSE	1.49366831610859e-11
TIMM50	0.548756200924358	4.9920689333642e-11	Benign_Tumor	TIMM50	FALSE	FALSE	6.52741305619485e-10
TIMM8A	0.242117527491404	0.00697443488028682	Benign_Tumor	TIMM8A	FALSE	FALSE	0.00919980301462872
TIMM8B	0.40559846251038	3.25534961385652e-06	Benign_Tumor	TIMM8B	FALSE	FALSE	1.00926855537702e-05
TIMM9	0.0556731483447721	0.540792289014806	Benign_Tumor	TIMM9	FALSE	FALSE	0.547507366846156
TIMMDC1	0.367749093531868	2.85802048111183e-05	Benign_Tumor	TIMMDC1	FALSE	FALSE	6.80653814839494e-05
TIMP1	0.380897264784535	1.38503544959713e-05	Benign_Tumor	TIMP1	FALSE	FALSE	3.61474058263384e-05
TIMP2	0.395159656170514	6.08875584867356e-06	Benign_Tumor	TIMP2	FALSE	FALSE	1.75690559257723e-05
TIMP3	0.351837391302573	6.59088629896177e-05	Benign_Tumor	TIMP3	FALSE	FALSE	0.000142436681007121
TIMP4	0.358189306320517	4.74660483480864e-05	Benign_Tumor	TIMP4	FALSE	FALSE	0.000106667393212502
TINAGL1	0.341233595697864	0.000112271954698999	Benign_Tumor	TINAGL1	FALSE	FALSE	0.000228132978931043
TINCR	0.527116229865141	3.7662025598292e-10	Benign_Tumor	TINCR	FALSE	FALSE	3.80603974459573e-09
TINF2	0.298223369379131	0.000807357973229791	Benign_Tumor	TINF2	FALSE	FALSE	0.00131544106686624
TIPARP	0.572515811611374	4.56623529643848e-12	Benign_Tumor	TIPARP	FALSE	FALSE	7.92753425545557e-11
TIPARP-AS1	0.314942767737644	0.000388239052864778	Benign_Tumor	TIPARP-AS1	FALSE	FALSE	0.000683709914086078
TIPIN	0.26942777678566	0.00258235021077958	Benign_Tumor	TIPIN	FALSE	FALSE	0.00373051389911599
TIPRL	0.182863189658601	0.0429241623314972	Benign_Tumor	TIPRL	FALSE	FALSE	0.0488960558838714
TIRAP	0.377757910125033	1.6512705707244e-05	Benign_Tumor	TIRAP	FALSE	FALSE	4.20664757040587e-05
TJAP1	0.399347001915706	4.74844610101185e-06	Benign_Tumor	TJAP1	FALSE	FALSE	1.4066492511139e-05
TJP1	0.247805536890853	0.00571894517421902	Benign_Tumor	TJP1	FALSE	FALSE	0.00768364534536388
TJP2	0.479741641669546	1.97257379787064e-08	Benign_Tumor	TJP2	FALSE	FALSE	1.19808470180341e-07
TJP3	0.490930733617421	8.17172500602552e-09	Benign_Tumor	TJP3	FALSE	FALSE	5.58150322451033e-08
TK1	0.14790457495931	0.102556365331976	Benign_Tumor	TK1	FALSE	FALSE	0.110879636025747
TK2	0.320624785908715	0.000299734563069018	Benign_Tumor	TK2	FALSE	FALSE	0.000543142465752131
TKFC	0.336806886718845	0.000139450317887191	Benign_Tumor	TKFC	FALSE	FALSE	0.000276257448219975
TKT	0.305142120027622	0.00059944893611025	Benign_Tumor	TKT	FALSE	FALSE	0.00100714405891088
TLCD1	0.369823374379778	2.55465989599321e-05	Benign_Tumor	TLCD1	FALSE	FALSE	6.1641956244658e-05
TLCD2	0.604024230711361	1.4023648042021e-13	Benign_Tumor	TLCD2	FALSE	FALSE	3.52242372513537e-12
TLCD3A	0.544496639217456	7.51610560643088e-11	Benign_Tumor	TLCD3A	FALSE	FALSE	9.3489067579032e-10
TLCD4	0.271033885588745	0.00242789049045287	Benign_Tumor	TLCD4	FALSE	FALSE	0.00353228126007311
TLCD5	0.373902329748931	2.04421252599176e-05	Benign_Tumor	TLCD5	FALSE	FALSE	5.0699986729208e-05
TLE1	0.351703953868185	6.63599909076819e-05	Benign_Tumor	TLE1	FALSE	FALSE	0.000143292309817711
TLE2	0.429824652020111	6.99966377336641e-07	Benign_Tumor	TLE2	FALSE	FALSE	2.62854506734109e-06
TLE3	0.166830744574993	0.065139709858546	Benign_Tumor	TLE3	FALSE	FALSE	0.0723604181202038
TLE4	0.402446636078662	3.94160881526733e-06	Benign_Tumor	TLE4	FALSE	FALSE	1.19375095449549e-05
TLE5	0.485729408943806	1.23574990805873e-08	Benign_Tumor	TLE5	FALSE	FALSE	7.96207419040074e-08
TLK1	0.290355485120409	0.00112279845965233	Benign_Tumor	TLK1	FALSE	FALSE	0.00176833944297793
TLK2	0.33186195784403	0.000176981789323802	Benign_Tumor	TLK2	FALSE	FALSE	0.000339634923615474
TLL1	0.12836685063127	0.15707367902118	Benign_Tumor	TLL1	FALSE	FALSE	0.166266204689834
TLN1	0.32264417811184	0.000273066068368062	Benign_Tumor	TLN1	FALSE	FALSE	0.000499407854691231
TLN2	0.407867309977776	2.83314844983846e-06	Benign_Tumor	TLN2	FALSE	FALSE	8.95668307132244e-06
TLNRD1	0.404441045846904	3.49303752573184e-06	Benign_Tumor	TLNRD1	FALSE	FALSE	1.07207476129724e-05
TLR1	0.191210501238568	0.0341274196649574	Benign_Tumor	TLR1	FALSE	FALSE	0.0394526246338343
TLR2	0.413192616849044	2.03668161054547e-06	Benign_Tumor	TLR2	FALSE	FALSE	6.73545184137282e-06
TLR3	0.22639261421909	0.0118036352988631	Benign_Tumor	TLR3	FALSE	FALSE	0.0148575826470413
TLR4	0.34484902889213	9.38263133287326e-05	Benign_Tumor	TLR4	FALSE	FALSE	0.000194302816152706
TLR5	0.229338225188742	0.0107223960516773	Benign_Tumor	TLR5	FALSE	FALSE	0.0136021402503072
TM2D1	0.300262672033229	0.000740081837840953	Benign_Tumor	TM2D1	FALSE	FALSE	0.00121485131872005
TM2D2	0.411229015653905	2.30179100416918e-06	Benign_Tumor	TM2D2	FALSE	FALSE	7.47877974294318e-06
TM2D3	0.355023903765135	5.59505672728431e-05	Benign_Tumor	TM2D3	FALSE	FALSE	0.00012352114887156
TM4SF1	0.276412144858665	0.00196954212795981	Benign_Tumor	TM4SF1	FALSE	FALSE	0.00293088194541024
TM4SF18	0.181914424554892	0.0440342951492662	Benign_Tumor	TM4SF18	FALSE	FALSE	0.0500800466194057
TM6SF1	0.365380908186583	3.24560402796289e-05	Benign_Tumor	TM6SF1	FALSE	FALSE	7.62119896373132e-05
TM7SF2	0.435845097325933	4.68790941669092e-07	Benign_Tumor	TM7SF2	FALSE	FALSE	1.84822312268678e-06
TM7SF3	0.407349368602438	2.92469293189396e-06	Benign_Tumor	TM7SF3	FALSE	FALSE	9.20201587412448e-06
TM9SF1	0.485503397146096	1.25796266861194e-08	Benign_Tumor	TM9SF1	FALSE	FALSE	8.06847308002214e-08
TM9SF2	0.403060742298125	3.79798508172259e-06	Benign_Tumor	TM9SF2	FALSE	FALSE	1.15316868156884e-05
TM9SF3	0.318841462593354	0.000325267649322946	Benign_Tumor	TM9SF3	FALSE	FALSE	0.000583570633975373
TM9SF4	0.391660363025019	7.47556126755977e-06	Benign_Tumor	TM9SF4	FALSE	FALSE	2.10480773132722e-05
TMA16	0.162313794748703	0.0728641113483937	Benign_Tumor	TMA16	FALSE	FALSE	0.0804247505867556
TMA7	0.429475502108614	7.16260777559495e-07	Benign_Tumor	TMA7	FALSE	FALSE	2.68197381316038e-06
TMBIM1	0.469001356804	4.46407966824266e-08	Benign_Tumor	TMBIM1	FALSE	FALSE	2.40967461606735e-07
TMBIM4	0.464382924531426	6.28856658823321e-08	Benign_Tumor	TMBIM4	FALSE	FALSE	3.22144235126828e-07
TMBIM6	0.468080910015919	4.78153102791493e-08	Benign_Tumor	TMBIM6	FALSE	FALSE	2.55184313563123e-07
TMC1	0.354135484371761	5.85753406235627e-05	Benign_Tumor	TMC1	FALSE	FALSE	0.000128622924355717
TMC4	0.399401541924843	4.73298818655067e-06	Benign_Tumor	TMC4	FALSE	FALSE	1.40290412220907e-05
TMC5	0.218688527548551	0.0150946650811801	Benign_Tumor	TMC5	FALSE	FALSE	0.0186104995098739
TMC6	0.458536686175309	9.63414448803101e-08	Benign_Tumor	TMC6	FALSE	FALSE	4.66809371848497e-07
TMC7	0.352175672929217	6.47780036232077e-05	Benign_Tumor	TMC7	FALSE	FALSE	0.000140538847927586
TMC8	0.507966606235299	2.00705405615786e-09	Benign_Tumor	TMC8	FALSE	FALSE	1.6330121638739e-08
TMCC1	0.384237213058017	1.14645807565268e-05	Benign_Tumor	TMCC1	FALSE	FALSE	3.05454090883476e-05
TMCC1-DT	0.288533199056755	0.00121033099596964	Benign_Tumor	TMCC1-DT	FALSE	FALSE	0.00189451046338679
TMCC3	0.28690132150925	0.00129395338321559	Benign_Tumor	TMCC3	FALSE	FALSE	0.00201285945827753
TMCO1	0.435719017240881	4.72780641695784e-07	Benign_Tumor	TMCO1	FALSE	FALSE	1.86206700382611e-06
TMCO3	0.428123215628259	7.82840582347983e-07	Benign_Tumor	TMCO3	FALSE	FALSE	2.89852030168929e-06
TMCO4	0.406093459966643	3.15844567344832e-06	Benign_Tumor	TMCO4	FALSE	FALSE	9.82746742709504e-06
TMCO6	0.425447967564423	9.32285946133361e-07	Benign_Tumor	TMCO6	FALSE	FALSE	3.39217033624646e-06
TMED1	0.411764239555477	2.22645517601304e-06	Benign_Tumor	TMED1	FALSE	FALSE	7.26583957586988e-06
TMED10	0.497424575373079	4.82852196611172e-09	Benign_Tumor	TMED10	FALSE	FALSE	3.54023411385395e-08
TMED10P2	0.363526290130492	3.58300282182705e-05	Benign_Tumor	TMED10P2	FALSE	FALSE	8.32186471950972e-05
TMED2	0.624465684333992	1.18323449359794e-14	Benign_Tumor	TMED2	FALSE	FALSE	3.65130381932932e-13
TMED3	0.451477420843414	1.59570209687523e-07	Benign_Tumor	TMED3	FALSE	FALSE	7.27029513008717e-07
TMED4	0.546596181582348	6.14766522196405e-11	Benign_Tumor	TMED4	FALSE	FALSE	7.82290244044436e-10
TMED5	0.429759863394787	7.0296308605739e-07	Benign_Tumor	TMED5	FALSE	FALSE	2.63852594340124e-06
TMED7	0.436732772127033	4.41595371123983e-07	Benign_Tumor	TMED7	FALSE	FALSE	1.75298616225179e-06
TMED7-TICAM2	0.29076525373576	0.00110392909302135	Benign_Tumor	TMED7-TICAM2	FALSE	FALSE	0.00174338178335072
TMED8	0.222069919828641	0.0135630023620777	Benign_Tumor	TMED8	FALSE	FALSE	0.0168770783687284
TMED9	0.515256211593543	1.07459660885557e-09	Benign_Tumor	TMED9	FALSE	FALSE	9.55176540508436e-09
TMEFF2	0.325360494387156	0.00024064991900194	Benign_Tumor	TMEFF2	FALSE	FALSE	0.000446786026301527
TMEM100	0.247813935450859	0.00571725096552769	Benign_Tumor	TMEM100	FALSE	FALSE	0.00768269473519395
TMEM101	0.444096538481619	2.6720810009824e-07	Benign_Tumor	TMEM101	FALSE	FALSE	1.14006349118627e-06
TMEM102	0.397655382849289	5.25229507984551e-06	Benign_Tumor	TMEM102	FALSE	FALSE	1.53805925683404e-05
TMEM104	0.47855000154781	2.16267287721513e-08	Benign_Tumor	TMEM104	FALSE	FALSE	1.29237546879782e-07
TMEM106A	0.496207639149128	5.33332795096514e-09	Benign_Tumor	TMEM106A	FALSE	FALSE	3.86126992935287e-08
TMEM106B	0.329797136581919	0.000195270272957752	Benign_Tumor	TMEM106B	FALSE	FALSE	0.00037062083616954
TMEM106C	0.267427731111374	0.00278707308280788	Benign_Tumor	TMEM106C	FALSE	FALSE	0.00400102222700656
TMEM107	0.657822794870167	1.38443722252195e-16	Benign_Tumor	TMEM107	FALSE	FALSE	6.09035052721309e-15
TMEM109	0.438517384561337	3.91399810294527e-07	Benign_Tumor	TMEM109	FALSE	FALSE	1.58265727620821e-06
TMEM11	0.541971633481031	9.55360170712206e-11	Benign_Tumor	TMEM11	FALSE	FALSE	1.15690699366261e-09
TMEM115	0.350540141830639	7.04187832206123e-05	Benign_Tumor	TMEM115	FALSE	FALSE	0.000151092823242573
TMEM116	0.176410676467204	0.0509561585383248	Benign_Tumor	TMEM116	FALSE	FALSE	0.0573781819896842
TMEM117	0.347323615674715	8.28750320442641e-05	Benign_Tumor	TMEM117	FALSE	FALSE	0.00017431292193751
TMEM119	0.416964914345457	1.60650515795696e-06	Benign_Tumor	TMEM119	FALSE	FALSE	5.48033504449826e-06
TMEM120A	0.418102990768234	1.49468245296072e-06	Benign_Tumor	TMEM120A	FALSE	FALSE	5.13494150451297e-06
TMEM120B	0.492128924476926	7.42182041734186e-09	Benign_Tumor	TMEM120B	FALSE	FALSE	5.13688930485621e-08
TMEM121	0.204099028793057	0.0235528277225953	Benign_Tumor	TMEM121	FALSE	FALSE	0.0280033735016015
TMEM121B	0.493285954705642	6.76067958882973e-09	Benign_Tumor	TMEM121B	FALSE	FALSE	4.7361252018374e-08
TMEM123	0.130788486811858	0.149329034962714	Benign_Tumor	TMEM123	FALSE	FALSE	0.158456054883779
TMEM125	0.550354832815059	4.27500866125659e-11	Benign_Tumor	TMEM125	FALSE	FALSE	5.69501367679631e-10
TMEM126A	0.307981099938044	0.000529382720521724	Benign_Tumor	TMEM126A	FALSE	FALSE	0.000902965729100198
TMEM126B	0.278192941810058	0.00183603403194081	Benign_Tumor	TMEM126B	FALSE	FALSE	0.00275299036967208
TMEM127	0.562977589126038	1.22030332878018e-11	Benign_Tumor	TMEM127	FALSE	FALSE	1.89092375513371e-10
TMEM128	0.326986643240833	0.000222989192907353	Benign_Tumor	TMEM128	FALSE	FALSE	0.000417833076783324
TMEM129	0.295901616107005	0.00089074552344788	Benign_Tumor	TMEM129	FALSE	FALSE	0.00143776741673444
TMEM130	0.328778621750499	0.000204923451311381	Benign_Tumor	TMEM130	FALSE	FALSE	0.000387196421653984
TMEM131	0.266982449259689	0.00283459791707799	Benign_Tumor	TMEM131	FALSE	FALSE	0.00406101134891035
TMEM131L	0.251700161312645	0.00497962514940451	Benign_Tumor	TMEM131L	FALSE	FALSE	0.00677154230280095
TMEM132A	0.178993255620723	0.0476035902394144	Benign_Tumor	TMEM132A	FALSE	FALSE	0.0538171114917169
TMEM132C	0.254806919792198	0.00445237164101844	Benign_Tumor	TMEM132C	FALSE	FALSE	0.0061132766324793
TMEM134	0.196790597594828	0.0291384265904292	Benign_Tumor	TMEM134	FALSE	FALSE	0.0340529591523637
TMEM135	0.319367267093213	0.000317537809720798	Benign_Tumor	TMEM135	FALSE	FALSE	0.000571744283822637
TMEM138	0.328386532722682	0.000208756144203642	Benign_Tumor	TMEM138	FALSE	FALSE	0.000393673944500281
TMEM140	0.467378927781595	5.0380430707274e-08	Benign_Tumor	TMEM140	FALSE	FALSE	2.6695285723184e-07
TMEM141	0.545358675397003	6.92196090023563e-11	Benign_Tumor	TMEM141	FALSE	FALSE	8.67222020107558e-10
TMEM143	0.428577917405599	7.59822511063815e-07	Benign_Tumor	TMEM143	FALSE	FALSE	2.82336338935738e-06
TMEM144	0.145135329235168	0.109224974732226	Benign_Tumor	TMEM144	FALSE	FALSE	0.117599594268871
TMEM147	0.474198412523405	3.01730742017224e-08	Benign_Tumor	TMEM147	FALSE	FALSE	1.7180449160637e-07
TMEM147-AS1	0.603809609586778	1.4379053198616e-13	Benign_Tumor	TMEM147-AS1	FALSE	FALSE	3.59430169280974e-12
TMEM14A	0.432875235787227	5.7184804539867e-07	Benign_Tumor	TMEM14A	FALSE	FALSE	2.20321365932545e-06
TMEM14B	0.468928765823672	4.48836393712988e-08	Benign_Tumor	TMEM14B	FALSE	FALSE	2.42194357563838e-07
TMEM14C	0.530162207233023	2.85823754305686e-10	Benign_Tumor	TMEM14C	FALSE	FALSE	2.99739617899155e-09
TMEM150A	0.384999653960569	1.09771552598914e-05	Benign_Tumor	TMEM150A	FALSE	FALSE	2.94533492181752e-05
TMEM150C	0.248038589005668	0.00567209805806407	Benign_Tumor	TMEM150C	FALSE	FALSE	0.0076299199324723
TMEM154	0.171881104072338	0.0573069067674949	Benign_Tumor	TMEM154	FALSE	FALSE	0.0640614786512237
TMEM158	0.327115800453717	0.000221639293203057	Benign_Tumor	TMEM158	FALSE	FALSE	0.000415553661576114
TMEM160	0.16055025364013	0.0760740286308224	Benign_Tumor	TMEM160	FALSE	FALSE	0.08369486738734
TMEM161A	0.301677249484713	0.000696478716477823	Benign_Tumor	TMEM161A	FALSE	FALSE	0.00115043095584526
