Genes	cor	pvalue	Diff_group	gene_upper	is_bcell	to_label	adjusted_pvalue
ARID3B	0.577940593956517	2.57379049664962e-12	Benign_Tumor	ARID3B	FALSE	FALSE	4.8349384082418e-11
ARID4A	0.203283024696196	0.0241271207095509	Benign_Tumor	ARID4A	FALSE	FALSE	0.0286337182449197
ARID4B	0.293837142145766	0.000971437650192551	Benign_Tumor	ARID4B	FALSE	FALSE	0.00155416052254454
ARID5A	0.245766876807664	0.00614366558512868	Benign_Tumor	ARID5A	FALSE	FALSE	0.00820402196511824
ARID5B	0.467024373081142	5.1725559883009e-08	Benign_Tumor	ARID5B	FALSE	FALSE	2.72965823130498e-07
ARIH1	0.302436558056411	0.000674058372589983	Benign_Tumor	ARIH1	FALSE	FALSE	0.0011176651444148
ARIH2	0.502549146962734	3.16299722541415e-09	Benign_Tumor	ARIH2	FALSE	FALSE	2.44089969233769e-08
ARIH2OS	0.497548954559676	4.77959374649788e-09	Benign_Tumor	ARIH2OS	FALSE	FALSE	3.50931699265495e-08
ARL1	0.395586934538876	5.9371447303336e-06	Benign_Tumor	ARL1	FALSE	FALSE	1.71601994961925e-05
ARL10	0.482589207154207	1.58099488273626e-08	Benign_Tumor	ARL10	FALSE	FALSE	9.87994916085545e-08
ARL13B	0.381320698696515	1.35238897194227e-05	Benign_Tumor	ARL13B	FALSE	FALSE	3.54498459182915e-05
ARL14EP	0.177889007045342	0.0490139553887724	Benign_Tumor	ARL14EP	FALSE	FALSE	0.0553272200108258
ARL15	0.141929707187356	0.117361986106433	Benign_Tumor	ARL15	FALSE	FALSE	0.125864486580503
ARL16	0.500347530630827	3.7966253058397e-09	Benign_Tumor	ARL16	FALSE	FALSE	2.8743240587186e-08
ARL17A	0.577278753033184	2.76181967819667e-12	Benign_Tumor	ARL17A	FALSE	FALSE	5.12631917146087e-11
ARL17B	0.616266801276322	3.25918333104001e-14	Benign_Tumor	ARL17B	FALSE	FALSE	9.29583553375203e-13
ARL2	0.386260964820963	1.02134485112525e-05	Benign_Tumor	ARL2	FALSE	FALSE	2.76663826171047e-05
ARL2BP	0.2292785971126	0.0107433904726986	Benign_Tumor	ARL2BP	FALSE	FALSE	0.013627663096142
ARL3	0.336464423447621	0.000141789590603414	Benign_Tumor	ARL3	FALSE	FALSE	0.000280178821782384
ARL4A	0.08235222605764	0.365177136221138	Benign_Tumor	ARL4A	FALSE	FALSE	0.373695856378748
ARL4C	0.440289752073385	3.46959888070727e-07	Benign_Tumor	ARL4C	FALSE	FALSE	1.42677748532491e-06
ARL4D	0.284421130143776	0.00143116376977773	Benign_Tumor	ARL4D	FALSE	FALSE	0.00220471989185365
ARL5A	0.437517953544017	4.18798457345177e-07	Benign_Tumor	ARL5A	FALSE	FALSE	1.67788741349021e-06
ARL5B	0.345082875308921	9.27364037514408e-05	Benign_Tumor	ARL5B	FALSE	FALSE	0.000192301466793767
ARL6	0.128653891463137	0.156140291288322	Benign_Tumor	ARL6	FALSE	FALSE	0.165289426703354
ARL6IP1	0.260975981083613	0.0035510518627953	Benign_Tumor	ARL6IP1	FALSE	FALSE	0.00496949412826305
ARL6IP4	0.370719934860518	2.433134975327e-05	Benign_Tumor	ARL6IP4	FALSE	FALSE	5.90757888537065e-05
ARL6IP5	0.483422729235334	1.48126815503184e-08	Benign_Tumor	ARL6IP5	FALSE	FALSE	9.31655451466512e-08
ARL6IP6	0.176647124907507	0.0506413079849218	Benign_Tumor	ARL6IP6	FALSE	FALSE	0.0570385149228651
ARL8A	0.423219512291234	1.07710389206528e-06	Benign_Tumor	ARL8A	FALSE	FALSE	3.8516048016378e-06
ARL8B	0.433107292833762	5.63075717646961e-07	Benign_Tumor	ARL8B	FALSE	FALSE	2.17371793527916e-06
ARLNC1	0.167070899086111	0.0647484578545587	Benign_Tumor	ARLNC1	FALSE	FALSE	0.0719565927473805
ARMC1	0.277809106737947	0.00186409587838698	Benign_Tumor	ARMC1	FALSE	FALSE	0.00278808731407227
ARMC10	0.248692184006392	0.00554253359717927	Benign_Tumor	ARMC10	FALSE	FALSE	0.00746724420009281
ARMC2	0.23695942407751	0.00831832663281511	Benign_Tumor	ARMC2	FALSE	FALSE	0.01079151121733
ARMC5	0.270357115438622	0.00249192783921418	Benign_Tumor	ARMC5	FALSE	FALSE	0.00361262262521713
ARMC6	0.401695219633884	4.12434175614572e-06	Benign_Tumor	ARMC6	FALSE	FALSE	1.24160785170032e-05
ARMC7	0.478331826089341	2.19932856628899e-08	Benign_Tumor	ARMC7	FALSE	FALSE	1.30975693165654e-07
ARMC8	0.220410180376087	0.0142969805962119	Benign_Tumor	ARMC8	FALSE	FALSE	0.0177196083426031
ARMC9	0.390013107093304	8.22704863951337e-06	Benign_Tumor	ARMC9	FALSE	FALSE	2.28622106465278e-05
ARMCX1	0.273459347834949	0.00221042070628945	Benign_Tumor	ARMCX1	FALSE	FALSE	0.00325173641215243
ARMCX2	0.449519914508698	1.83167309544795e-07	Benign_Tumor	ARMCX2	FALSE	FALSE	8.16623106653619e-07
ARMCX3	0.460916713850474	8.10605874280682e-08	Benign_Tumor	ARMCX3	FALSE	FALSE	4.01257637640593e-07
ARMCX4	0.307720620309876	0.000535482391830696	Benign_Tumor	ARMCX4	FALSE	FALSE	0.000912470433086709
ARMCX5	0.378369944453996	1.5958555123696e-05	Benign_Tumor	ARMCX5	FALSE	FALSE	4.0835126345928e-05
ARMCX5-GPRASP2	0.166940466257771	0.0649607165641052	Benign_Tumor	ARMCX5-GPRASP2	FALSE	FALSE	0.0721667312778435
ARMCX6	0.411941088113396	2.20208089609453e-06	Benign_Tumor	ARMCX6	FALSE	FALSE	7.19748941119437e-06
ARMH3	0.350318224291117	7.12185787505518e-05	Benign_Tumor	ARMH3	FALSE	FALSE	0.000152514703916714
ARMH4	0.149103649098265	0.0997700151850871	Benign_Tumor	ARMH4	FALSE	FALSE	0.108069725706153
ARMT1	0.148629812981418	0.100863880893345	Benign_Tumor	ARMT1	FALSE	FALSE	0.109163473288767
ARNT	0.28561107536912	0.0013637605156105	Benign_Tumor	ARNT	FALSE	FALSE	0.00210985918036979
ARNT2	0.346673277750637	8.56313415484351e-05	Benign_Tumor	ARNT2	FALSE	FALSE	0.000179166583626734
ARNT2-DT	0.353433893919153	6.07290409441778e-05	Benign_Tumor	ARNT2-DT	FALSE	FALSE	0.000132827718346023
ARPC1A	0.330794013582008	0.000186232274124612	Benign_Tumor	ARPC1A	FALSE	FALSE	0.000355241940830792
ARPC1B	0.404451629410801	3.49079148644041e-06	Benign_Tumor	ARPC1B	FALSE	FALSE	1.0720192431145e-05
ARPC2	0.303883400226967	0.000633161117076844	Benign_Tumor	ARPC2	FALSE	FALSE	0.00105796331290104
ARPC3	0.241616688136444	0.00709590098121488	Benign_Tumor	ARPC3	FALSE	FALSE	0.00935052174483494
ARPC4	0.408264905174238	2.76472377742757e-06	Benign_Tumor	ARPC4	FALSE	FALSE	8.77063421997954e-06
ARPC4-TTLL3	0.406142455470633	3.14900402709578e-06	Benign_Tumor	ARPC4-TTLL3	FALSE	FALSE	9.80592675744103e-06
ARPC5	0.447654073545142	2.08733246450128e-07	Benign_Tumor	ARPC5	FALSE	FALSE	9.17471873262163e-07
ARPC5L	0.431775381045876	6.1522459924584e-07	Benign_Tumor	ARPC5L	FALSE	FALSE	2.34480976114916e-06
ARPIN	0.401750909351404	4.11052846408673e-06	Benign_Tumor	ARPIN	FALSE	FALSE	1.23792805591225e-05
ARPIN-AP3S2	0.497370565012439	4.84991805849837e-09	Benign_Tumor	ARPIN-AP3S2	FALSE	FALSE	3.55424818470565e-08
ARPP19	0.292239843584094	0.00103839700811729	Benign_Tumor	ARPP19	FALSE	FALSE	0.00164875169325148
ARRB1	0.364434512192179	3.41386511442478e-05	Benign_Tumor	ARRB1	FALSE	FALSE	7.97063289759177e-05
ARRB2	0.577713662407496	2.63682082225639e-12	Benign_Tumor	ARRB2	FALSE	FALSE	4.93548205108158e-11
ARRDC1	0.33937341556436	0.000123028610624233	Benign_Tumor	ARRDC1	FALSE	FALSE	0.000247823639018391
ARRDC1-AS1	0.50909369562409	1.82400490407035e-09	Benign_Tumor	ARRDC1-AS1	FALSE	FALSE	1.50212735965561e-08
ARRDC2	0.718972975411587	7.63367776651164e-21	Benign_Tumor	ARRDC2	FALSE	FALSE	7.47668326150225e-19
ARRDC3	0.332001724913296	0.000175803217586381	Benign_Tumor	ARRDC3	FALSE	FALSE	0.000337600718631838
ARRDC3-AS1	0.391717105417375	7.45086748908764e-06	Benign_Tumor	ARRDC3-AS1	FALSE	FALSE	2.09861384350808e-05
ARRDC4	0.286837300200833	0.00129733888098509	Benign_Tumor	ARRDC4	FALSE	FALSE	0.00201731985956873
ARSA	0.351007660220655	6.87612166758912e-05	Benign_Tumor	ARSA	FALSE	FALSE	0.000147943966191442
ARSB	0.248265032493206	0.00562690711090204	Benign_Tumor	ARSB	FALSE	FALSE	0.00757305543497342
ARSD	0.440146754841369	3.50358985929864e-07	Benign_Tumor	ARSD	FALSE	FALSE	1.4386836194028e-06
ARSG	0.239545183946751	0.00761844701498053	Benign_Tumor	ARSG	FALSE	FALSE	0.00996908456132189
ARSJ	0.159341734638183	0.0783387862421187	Benign_Tumor	ARSJ	FALSE	FALSE	0.0860224170179463
ARSK	0.18349087569714	0.0422026362064888	Benign_Tumor	ARSK	FALSE	FALSE	0.0481269517899568
ARTN	0.320408832897992	0.000302724719138781	Benign_Tumor	ARTN	FALSE	FALSE	0.000547795962252874
ARV1	0.184731794158868	0.0408059979888222	Benign_Tumor	ARV1	FALSE	FALSE	0.0466332873471731
ARVCF	0.173840371549874	0.0544843421516225	Benign_Tumor	ARVCF	FALSE	FALSE	0.0611212116645452
ARX	0.369261269643057	2.63373404595165e-05	Benign_Tumor	ARX	FALSE	FALSE	6.33830015416551e-05
AS3MT	0.275222211800118	0.0020635941187978	Benign_Tumor	AS3MT	FALSE	FALSE	0.00305507664341079
ASAH1	0.436158329071569	4.59017301965096e-07	Benign_Tumor	ASAH1	FALSE	FALSE	1.81290297831662e-06
ASAH2	0.0821615638207788	0.366292108008286	Benign_Tumor	ASAH2	FALSE	FALSE	0.374762958939165
ASAH2B	0.254985316985015	0.00442367125085437	Benign_Tumor	ASAH2B	FALSE	FALSE	0.00607708472032067
ASAP1	0.306057420324458	0.000575979300784882	Benign_Tumor	ASAP1	FALSE	FALSE	0.000971801262310181
ASAP2	0.0949232274022792	0.296318501009239	Benign_Tumor	ASAP2	FALSE	FALSE	0.304934118563198
ASAP3	0.402791591800827	3.86031183380209e-06	Benign_Tumor	ASAP3	FALSE	FALSE	1.17084158624106e-05
ASB1	0.370766650697537	2.42695414721645e-05	Benign_Tumor	ASB1	FALSE	FALSE	5.89532942358474e-05
ASB13	0.423482971872752	1.05892995856364e-06	Benign_Tumor	ASB13	FALSE	FALSE	3.79409468087e-06
ASB16-AS1	0.597339777149581	3.03115666335215e-13	Benign_Tumor	ASB16-AS1	FALSE	FALSE	7.07709186182654e-12
ASB2	0.31867720949051	0.000327717747106533	Benign_Tumor	ASB2	FALSE	FALSE	0.000587492629871076
ASB3	0.299203881941507	0.000774341105330594	Benign_Tumor	ASB3	FALSE	FALSE	0.00126628437635211
ASB5	0.209966488630607	0.0197580629539358	Benign_Tumor	ASB5	FALSE	FALSE	0.0238576656882719
ASB6	0.435813661960458	4.69782676322797e-07	Benign_Tumor	ASB6	FALSE	FALSE	1.85166429217285e-06
ASB7	0.286743013453833	0.00130233954049356	Benign_Tumor	ASB7	FALSE	FALSE	0.00202347936387371
ASB8	0.247555083283242	0.00576967411805305	Benign_Tumor	ASB8	FALSE	FALSE	0.00774378480052057
ASCC1	0.167618201452826	0.0638639626151473	Benign_Tumor	ASCC1	FALSE	FALSE	0.0710141727815558
ASCC2	0.520210369072592	6.96898397046714e-10	Benign_Tumor	ASCC2	FALSE	FALSE	6.57346985899968e-09
ASCC3	0.20608623647123	0.0222030440445696	Benign_Tumor	ASCC3	FALSE	FALSE	0.0265162679704123
ASCL2	0.339743096934853	0.000120817365188859	Benign_Tumor	ASCL2	FALSE	FALSE	0.000243810914615278
ASF1A	0.11673139007862	0.19851434251376	Benign_Tumor	ASF1A	FALSE	FALSE	0.20778759618005
ASH1L	0.212715918704988	0.0181694614590562	Benign_Tumor	ASH1L	FALSE	FALSE	0.0220918975095161
ASH1L-AS1	0.360735296852027	4.15325564169573e-05	Benign_Tumor	ASH1L-AS1	FALSE	FALSE	9.47811402522386e-05
ASH2L	0.32105890729837	0.00029380605108419	Benign_Tumor	ASH2L	FALSE	FALSE	0.000533765939516343
ASIC1	0.230390752673713	0.0103576964562585	Benign_Tumor	ASIC1	FALSE	FALSE	0.0131781378197152
ASL	0.265131760607738	0.00304004868207377	Benign_Tumor	ASL	FALSE	FALSE	0.00431998157915273
ASMTL	0.404257123261151	3.53228867003761e-06	Benign_Tumor	ASMTL	FALSE	FALSE	1.08369447317761e-05
ASMTL-AS1	0.759993047029851	2.15401524536833e-24	Benign_Tumor	ASMTL-AS1	FALSE	FALSE	3.68620652924407e-22
ASNS	0.00566733106378049	0.950393629673935	Benign_Tumor	ASNS	FALSE	FALSE	0.951309936682876
ASNSD1	0.267965089528425	0.00273067853846756	Benign_Tumor	ASNSD1	FALSE	FALSE	0.00392549218864168
ASPH	0.174988081426391	0.0528848066614152	Benign_Tumor	ASPH	FALSE	FALSE	0.0594317659235793
ASPHD1	0.142861787551332	0.11494902681669	Benign_Tumor	ASPHD1	FALSE	FALSE	0.123438228838527
ASPN	0.00253422394076407	0.977806534223018	Benign_Tumor	ASPN	FALSE	FALSE	0.97830910102506
ASPSCR1	0.278247594550799	0.0018320697438838	Benign_Tumor	ASPSCR1	FALSE	FALSE	0.00274783994235793
ASRGL1	0.370561583012057	2.45419621427317e-05	Benign_Tumor	ASRGL1	FALSE	FALSE	5.95036550597479e-05
ASS1	0.54099931791265	1.04725379857093e-10	Benign_Tumor	ASS1	FALSE	FALSE	1.24876595751494e-09
ASTE1	0.0272496848752958	0.764800069608763	Benign_Tumor	ASTE1	FALSE	FALSE	0.768451608750066
ASTN2	0.461552047282857	7.73911756847919e-08	Benign_Tumor	ASTN2	FALSE	FALSE	3.85175065177138e-07
ASXL1	0.45121285743391	1.62580662187499e-07	Benign_Tumor	ASXL1	FALSE	FALSE	7.38584787703011e-07
ASXL2	0.440224019270269	3.48518459681904e-07	Benign_Tumor	ASXL2	FALSE	FALSE	1.43243018543845e-06
ASXL3	0.182473284516319	0.0433775225190281	Benign_Tumor	ASXL3	FALSE	FALSE	0.0493763729397577
ATAD1	0.203759521820894	0.02379032934848	Benign_Tumor	ATAD1	FALSE	FALSE	0.0282684876349671
ATAD2	0.203986653168693	0.0236312139663599	Benign_Tumor	ATAD2	FALSE	FALSE	0.0280944266812827
ATAD2B	0.460089685842613	8.60869073391463e-08	Benign_Tumor	ATAD2B	FALSE	FALSE	4.23312727500008e-07
ATAD3A	0.171531356486306	0.0578231773016826	Benign_Tumor	ATAD3A	FALSE	FALSE	0.0646015022683911
ATAD3B	0.622474584435011	1.51747195865161e-14	Benign_Tumor	ATAD3B	FALSE	FALSE	4.57090731374884e-13
ATAD3C	0.165945830999051	0.0665980349523028	Benign_Tumor	ATAD3C	FALSE	FALSE	0.0738644824665061
ATAT1	0.493362339581627	6.71908287833052e-09	Benign_Tumor	ATAT1	FALSE	FALSE	4.71334584073159e-08
ATCAY	0.324379587976317	0.000251920646494036	Benign_Tumor	ATCAY	FALSE	FALSE	0.000465066663370712
ATE1	0.290462107358355	0.00111786049445669	Benign_Tumor	ATE1	FALSE	FALSE	0.0017623447540164
ATE1OSP	0.689345521161636	1.19442911455618e-18	Benign_Tumor	ATE1OSP	FALSE	FALSE	8.23046221282451e-17
ATF1	0.266720017540855	0.00286294822631759	Benign_Tumor	ATF1	FALSE	FALSE	0.00409710464330489
ATF2	0.186190168059609	0.0392142686904536	Benign_Tumor	ATF2	FALSE	FALSE	0.0449528013482837
ATF3	0.65342016149392	2.57112965173198e-16	Benign_Tumor	ATF3	FALSE	FALSE	1.07925072955316e-14
ATF4	0.535463135910118	1.75687078515117e-10	Benign_Tumor	ATF4	FALSE	FALSE	1.96127231090747e-09
ATF5	0.52495408887337	4.57327581679829e-10	Benign_Tumor	ATF5	FALSE	FALSE	4.50757115791138e-09
ATF6	0.24042345982738	0.00739287636086936	Benign_Tumor	ATF6	FALSE	FALSE	0.00970244931466531
ATF6B	0.322888987576501	0.00026998678014399	Benign_Tumor	ATF6B	FALSE	FALSE	0.000494182431497691
ATF7	0.286890081769225	0.00129454716626128	Benign_Tumor	ATF7	FALSE	FALSE	0.00201358200361435
ATF7-NPFF	0.313806141047064	0.00040861195008341	Benign_Tumor	ATF7-NPFF	FALSE	FALSE	0.000716024968903898
ATF7IP	0.215014953251589	0.0169270987959822	Benign_Tumor	ATF7IP	FALSE	FALSE	0.0206879382789068
ATF7IP2	0.266574273080493	0.00287880306100042	Benign_Tumor	ATF7IP2	FALSE	FALSE	0.00411914816578247
ATG10	0.411049739093767	2.32756104658021e-06	Benign_Tumor	ATG10	FALSE	FALSE	7.5465867478773e-06
ATG101	0.326761010368326	0.00022536571948119	Benign_Tumor	ATG101	FALSE	FALSE	0.000421592404904079
ATG12	0.10165937536129	0.263205595088391	Benign_Tumor	ATG12	FALSE	FALSE	0.272207513103434
ATG13	0.419197099393013	1.39417710282038e-06	Benign_Tumor	ATG13	FALSE	FALSE	4.82371029154005e-06
ATG14	0.27986434713834	0.00171825367024383	Benign_Tumor	ATG14	FALSE	FALSE	0.00259361872702405
ATG16L1	0.444171501119908	2.65828835479957e-07	Benign_Tumor	ATG16L1	FALSE	FALSE	1.13511172331488e-06
ATG16L2	0.681688982180222	4.00152645593938e-18	Benign_Tumor	ATG16L2	FALSE	FALSE	2.43914942992694e-16
ATG2A	0.257340536640247	0.00405998679609957	Benign_Tumor	ATG2A	FALSE	FALSE	0.00562360352002656
ATG2B	0.31922375797085	0.000319630510579232	Benign_Tumor	ATG2B	FALSE	FALSE	0.000574980471439342
ATG3	0.28472553756973	0.00141363819529542	Benign_Tumor	ATG3	FALSE	FALSE	0.00217944635336458
ATG4A	0.28143642521822	0.0016137787010553	Benign_Tumor	ATG4A	FALSE	FALSE	0.00245519496986461
ATG4B	0.573874276752013	3.95945400070688e-12	Benign_Tumor	ATG4B	FALSE	FALSE	7.03887867043473e-11
ATG4C	0.0430175347946516	0.636616282501039	Benign_Tumor	ATG4C	FALSE	FALSE	0.642141678048363
ATG4D	0.44273712886133	2.93436495878062e-07	Benign_Tumor	ATG4D	FALSE	FALSE	1.23536053011966e-06
ATG5	0.192852341167315	0.0325897018196602	Benign_Tumor	ATG5	FALSE	FALSE	0.0377956081648472
ATG7	0.337606734485199	0.000134125885960055	Benign_Tumor	ATG7	FALSE	FALSE	0.000267068459539181
ATG9A	0.351237943683831	6.79582237240945e-05	Benign_Tumor	ATG9A	FALSE	FALSE	0.000146357822992024
ATIC	0.263098266508665	0.00328117600376372	Benign_Tumor	ATIC	FALSE	FALSE	0.00462881563216261
ATL1	0.304103326472238	0.000627148063193006	Benign_Tumor	ATL1	FALSE	FALSE	0.00104937969142631
ATL2	0.278946967144048	0.00178202119670449	Benign_Tumor	ATL2	FALSE	FALSE	0.00268026039175961
ATL3	0.303686974586124	0.000638576361693853	Benign_Tumor	ATL3	FALSE	FALSE	0.00106621096608324
ATM	0.161361778687241	0.074583055353435	Benign_Tumor	ATM	FALSE	FALSE	0.0821764483528402
ATMIN	0.235928785471154	0.00861274705514726	Benign_Tumor	ATMIN	FALSE	FALSE	0.0111345102017108
ATN1	0.42561183729554	9.22401789268078e-07	Benign_Tumor	ATN1	FALSE	FALSE	3.35934589903456e-06
ATOH8	0.471376686908458	3.73535696203394e-08	Benign_Tumor	ATOH8	FALSE	FALSE	2.0642552863646e-07
ATOSA	0.335982477908162	0.00014514349309651	Benign_Tumor	ATOSA	FALSE	FALSE	0.00028575469254007
ATOSB	0.556193983036661	2.4093962214821e-11	Benign_Tumor	ATOSB	FALSE	FALSE	3.42037624039569e-10
ATOX1	0.533847145155564	2.03967471733658e-10	Benign_Tumor	ATOX1	FALSE	FALSE	2.23217528974579e-09
ATP10A	0.439118268381968	3.75758337773288e-07	Benign_Tumor	ATP10A	FALSE	FALSE	1.5292193772285e-06
ATP10D	0.302336752791154	0.000676967045182526	Benign_Tumor	ATP10D	FALSE	FALSE	0.00112164712213858
ATP11A	0.22416888316023	0.0126820188056737	Benign_Tumor	ATP11A	FALSE	FALSE	0.0158683174402022
ATP11B	0.317656356853738	0.000343331804194845	Benign_Tumor	ATP11B	FALSE	FALSE	0.000612732774091946
ATP11C	0.219521234406385	0.0147041434512904	Benign_Tumor	ATP11C	FALSE	FALSE	0.018170736864541
ATP13A1	0.533043192256607	2.19625090900263e-10	Benign_Tumor	ATP13A1	FALSE	FALSE	2.38675613439623e-09
ATP13A2	0.378574200983444	1.57775456879571e-05	Benign_Tumor	ATP13A2	FALSE	FALSE	4.04517153438518e-05
ATP13A3	0.241424568203004	0.00714299029666112	Benign_Tumor	ATP13A3	FALSE	FALSE	0.00940859239532298
ATP1A1	0.330519696254092	0.000188679800698879	Benign_Tumor	ATP1A1	FALSE	FALSE	0.000359338453746318
ATP1A1-AS1	0.3324401887635	0.000172153041517308	Benign_Tumor	ATP1A1-AS1	FALSE	FALSE	0.000331307379578477
ATP1A2	0.262010055733128	0.00341716012780945	Benign_Tumor	ATP1A2	FALSE	FALSE	0.00480110381363917
ATP1B1	0.353444306449849	6.06965429124731e-05	Benign_Tumor	ATP1B1	FALSE	FALSE	0.000132775286244689
ATP1B2	0.327690255447472	0.000215726595147677	Benign_Tumor	ATP1B2	FALSE	FALSE	0.000405395229423769
ATP1B3	0.424169975900919	1.01289986577128e-06	Benign_Tumor	ATP1B3	FALSE	FALSE	3.64798557115082e-06
ATP23	0.17905628441492	0.0475241158898144	Benign_Tumor	ATP23	FALSE	FALSE	0.0537467724583936
ATP2A2	0.381401290371295	1.34625808989135e-05	Benign_Tumor	ATP2A2	FALSE	FALSE	3.53069673861199e-05
ATP2A3	0.313507563796092	0.000414124814528706	Benign_Tumor	ATP2A3	FALSE	FALSE	0.000724951184426207
ATP2B1	0.173686170663548	0.0547022539311876	Benign_Tumor	ATP2B1	FALSE	FALSE	0.0613391561398606
ATP2B4	0.236494086268614	0.00845013942796584	Benign_Tumor	ATP2B4	FALSE	FALSE	0.010948832790724
ATP2C1	0.329506158119601	0.00019798411862535	Benign_Tumor	ATP2C1	FALSE	FALSE	0.000375359956093569
ATP2C2	0.436057221321427	4.62150713546657e-07	Benign_Tumor	ATP2C2	FALSE	FALSE	1.82435312092829e-06
ATP5F1A	0.292799815400326	0.0010144571036072	Benign_Tumor	ATP5F1A	FALSE	FALSE	0.0016146830972894
ATP5F1B	0.380940565628974	1.38166322219391e-05	Benign_Tumor	ATP5F1B	FALSE	FALSE	3.60714859333206e-05
ATP5F1C	0.32057644379229	0.000300401541116078	Benign_Tumor	ATP5F1C	FALSE	FALSE	0.000544161125950993
ATP5F1D	0.150060943295983	0.0975885933090819	Benign_Tumor	ATP5F1D	FALSE	FALSE	0.105817237404424
ATP5F1E	0.332524730948737	0.000171457379902834	Benign_Tumor	ATP5F1E	FALSE	FALSE	0.000330254270528984
ATP5IF1	0.31117275302442	0.000459658572377116	Benign_Tumor	ATP5IF1	FALSE	FALSE	0.000796690367014895
ATP5MC1	0.467826516710245	4.87301028247546e-08	Benign_Tumor	ATP5MC1	FALSE	FALSE	2.5953279455879e-07
ATP5MC2	0.346795664747076	8.51061852957421e-05	Benign_Tumor	ATP5MC2	FALSE	FALSE	0.000178211459407099
ATP5MC3	0.473397796109824	3.20634465387484e-08	Benign_Tumor	ATP5MC3	FALSE	FALSE	1.80489287197701e-07
ATP5ME	0.544203048656443	7.7294761101718e-11	Benign_Tumor	ATP5ME	FALSE	FALSE	9.59532713020568e-10
ATP5MF	0.377970947786173	1.63177932996725e-05	Benign_Tumor	ATP5MF	FALSE	FALSE	4.16516956328143e-05
ATP5MF-PTCD1	0.337791064013011	0.000132925957385002	Benign_Tumor	ATP5MF-PTCD1	FALSE	FALSE	0.000264877353769756
ATP5MG	0.400225150157648	4.50526738912856e-06	Benign_Tumor	ATP5MG	FALSE	FALSE	1.34150151148947e-05
ATP5MJ	0.378962159586602	1.54390508350097e-05	Benign_Tumor	ATP5MJ	FALSE	FALSE	3.96818515685107e-05
ATP5MK	0.375579284228698	1.86357895067232e-05	Benign_Tumor	ATP5MK	FALSE	FALSE	4.67787153430368e-05
ATP5PB	0.336399499125832	0.000142237165427193	Benign_Tumor	ATP5PB	FALSE	FALSE	0.000280920656588164
ATP5PD	0.336597645038545	0.000140875286884907	Benign_Tumor	ATP5PD	FALSE	FALSE	0.000278622181749037
ATP5PF	0.317292288264334	0.000349064530292892	Benign_Tumor	ATP5PF	FALSE	FALSE	0.000622108254778119
ATP5PO	0.367934100788947	2.82964794558331e-05	Benign_Tumor	ATP5PO	FALSE	FALSE	6.75032283342048e-05
ATP6AP1	0.53616137083788	1.6467429632374e-10	Benign_Tumor	ATP6AP1	FALSE	FALSE	1.85562432463792e-09
ATP6AP1-DT	0.519695514294186	7.29215591579616e-10	Benign_Tumor	ATP6AP1-DT	FALSE	FALSE	6.83277641857362e-09
ATP6AP1L	0.442061893166102	3.0735981478809e-07	Benign_Tumor	ATP6AP1L	FALSE	FALSE	1.28423561904508e-06
ATP6AP2	0.412447115118886	2.1337274834767e-06	Benign_Tumor	ATP6AP2	FALSE	FALSE	7.01467977626824e-06
ATP6V0A1	0.477937122431467	2.26716113221064e-08	Benign_Tumor	ATP6V0A1	FALSE	FALSE	1.34398554670408e-07
ATP6V0A2	0.529158131525103	3.13128378015214e-10	Benign_Tumor	ATP6V0A2	FALSE	FALSE	3.24015026765383e-09
ATP6V0B	0.553880921872684	3.02783881206504e-11	Benign_Tumor	ATP6V0B	FALSE	FALSE	4.19880087446918e-10
ATP6V0C	0.423222689774541	1.07688294810814e-06	Benign_Tumor	ATP6V0C	FALSE	FALSE	3.8516048016378e-06
ATP6V0D1	0.600770948219505	2.04527474140158e-13	Benign_Tumor	ATP6V0D1	FALSE	FALSE	4.90016362274566e-12
ATP6V0D1-DT	0.403961376321858	3.59628123554686e-06	Benign_Tumor	ATP6V0D1-DT	FALSE	FALSE	1.10050869878505e-05
ATP6V0E1	0.335706933144199	0.000147094029783647	Benign_Tumor	ATP6V0E1	FALSE	FALSE	0.000289083206186362
ATP6V0E2	0.415396533056575	1.77367798885937e-06	Benign_Tumor	ATP6V0E2	FALSE	FALSE	5.97608985731436e-06
ATP6V1A	0.323858167439251	0.000258108939924997	Benign_Tumor	ATP6V1A	FALSE	FALSE	0.000475402781957656
ATP6V1B2	0.274177187615144	0.00214952813653995	Benign_Tumor	ATP6V1B2	FALSE	FALSE	0.00316754368568666
ATP6V1C1	0.143956724362395	0.112163895612605	Benign_Tumor	ATP6V1C1	FALSE	FALSE	0.120588770892309
ATP6V1D	0.312347051382674	0.000436210115935225	Benign_Tumor	ATP6V1D	FALSE	FALSE	0.000760184006456482
ATP6V1E1	0.338202023091246	0.00013028660666381	Benign_Tumor	ATP6V1E1	FALSE	FALSE	0.00026058994677312
ATP6V1E2	0.493495863394848	6.64695977255444e-09	Benign_Tumor	ATP6V1E2	FALSE	FALSE	4.67332430959507e-08
ATP6V1F	0.407123123166401	2.96555431339262e-06	Benign_Tumor	ATP6V1F	FALSE	FALSE	9.31100349243211e-06
ATP6V1G1	0.428755794625709	7.5099433435608e-07	Benign_Tumor	ATP6V1G1	FALSE	FALSE	2.7952281952503e-06
