ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	group
GO:0097009	GO:0097009	energy homeostasis	43/7469	66/12427	0.651515151515151	1.08399769552534	0.839761923707135	0.23911595760671	0.666438037896915	0.589403125336795	TRPV1/SLC25A25/FLCN/ADRB2/BMAL1/NR4A3/PPRC1/UBB/EDN2/TSKU/IRX3/ACACB/PPARD/PASK/BMP8A/STAT3/CREBBP/SUV39H1/EIF4G1/APPL2/SGIP1/BOLA3/ADRB1/CRTC3/GDF15/AMPD2/CD36/CEBPA/ENHO/FOXO1/NR1D2/FMO2/TBL1XR1/PPARGC1B/SQSTM1/RASAL2/TMEM18/RRP8/LIPA/CRTC1/PRCP/LEPR/APOE	43	go_bp
GO:0060443	GO:0060443	mammary gland morphogenesis	28/7469	42/12427	0.666666666666667	1.10920694425849	0.870102743603987	0.240010990496381	0.666438037896915	0.589403125336795	AREG/BMP4/SRC/VDR/AR/STAT6/TFAP2C/TBX3/PTCH1/ELF3/CSF1/EPHA2/IGFBP5/ESR1/MSX2/PGR/PHB2/CAPN1/PERP/TGFBR2/CSF1R/DDR1/NFKB1/CAV1/GLI3/TGFB1/WNT5A/TBX2	28	go_bp
GO:0090114	GO:0090114	COPII-coated vesicle budding	28/7469	42/12427	0.666666666666667	1.10920694425849	0.870102743603987	0.240010990496381	0.666438037896915	0.589403125336795	SEC31B/TRAPPC12/TMED2/PREB/INSIG1/SEC13/SCAP/CSNK1D/PEF1/SURF4/TRAPPC4/TMED10/TRAPPC2L/TBC1D20/SEC16A/SEC24C/PDCD6/SAR1B/MIA3/TRAPPC3/TRAPPC1/TRAPPC2B/VAPA/SEC23B/VAPB/TFG/CIDEB/SAR1A	28	go_bp
GO:0006536	GO:0006536	glutamate metabolic process	16/7469	23/12427	0.695652173913043	1.15743333313929	0.927520191493216	0.240177344826486	0.666438037896915	0.589403125336795	FOLH1B/MTHFS/GOT2/GGT1/GLUL/GCLC/ADHFE1/FPGS/DGLUCY/FOLH1/ALDH4A1/GLUD1/ALDH18A1/ATCAY/BLOC1S6/ALDH5A1	16	go_bp
GO:0006740	GO:0006740	NADPH regeneration	16/7469	23/12427	0.695652173913043	1.15743333313929	0.927520191493216	0.240177344826486	0.666438037896915	0.589403125336795	IDH1/SHPK/H6PD/RBKS/ACACB/PRPS2/G6PD/TIGAR/TALDO1/MTOR/PGD/RPTOR/ACO1/TP53/ALDH1L1/TKT	16	go_bp
GO:0021772	GO:0021772	olfactory bulb development	16/7469	23/12427	0.695652173913043	1.15743333313929	0.927520191493216	0.240177344826486	0.666438037896915	0.589403125336795	ATF5/ID2/SKI/OGDH/FUT1/CHD7/TTC8/SALL3/RAC1/ARX/ROBO1/CSF1R/SLIT2/SRF/DLX5/WNT5A	16	go_bp
GO:0021952	GO:0021952	central nervous system projection neuron axonogenesis	16/7469	23/12427	0.695652173913043	1.15743333313929	0.927520191493216	0.240177344826486	0.666438037896915	0.589403125336795	NR4A2/SZT2/ADARB1/TSKU/PRDM8/EPHB3/GLI2/SPTBN4/C12orf57/SLIT2/KIFBP/NIN/SPG11/SCN1B/CDH11/MYCBP2	16	go_bp
GO:0043406	GO:0043406	positive regulation of MAP kinase activity	16/7469	23/12427	0.695652173913043	1.15743333313929	0.927520191493216	0.240177344826486	0.666438037896915	0.589403125336795	ARHGEF5/PIK3R5/TENM1/MAP3K10/TAOK3/ERBB2/SASH1/TPD52L1/NEK10/MAP4K2/FLT1/FGFR1/PDGFRB/PIK3CG/TRAF2/MAP3K4	16	go_bp
GO:0046337	GO:0046337	phosphatidylethanolamine metabolic process	16/7469	23/12427	0.695652173913043	1.15743333313929	0.927520191493216	0.240177344826486	0.666438037896915	0.589403125336795	CHKB/PLA2G6/NAAA/KAT5/PLA2G15/PCYT2/ABHD4/CHKA/PLAAT4/ETNK1/LPIN1/ETNK2/PLB1/PISD/PLAAT3/SELENOI	16	go_bp
GO:0060333	GO:0060333	type II interferon-mediated signaling pathway	16/7469	23/12427	0.695652173913043	1.15743333313929	0.927520191493216	0.240177344826486	0.666438037896915	0.589403125336795	NLRC5/TYK2/CIITA/CDC37/NR1H3/IRF1/HCK/DNAJA3/STAT1/IFNGR2/PARP9/RAF1/TP53/PARP14/PTPN2/PPARG	16	go_bp
GO:0072525	GO:0072525	pyridine-containing compound biosynthetic process	16/7469	23/12427	0.695652173913043	1.15743333313929	0.927520191493216	0.240177344826486	0.666438037896915	0.589403125336795	NADSYN1/IDH2/PDXK/NAPRT/NAXD/NNMT/PNPO/NUDT12/NAMPT/NMRK1/PSAT1/IDO1/NADK/PARP9/PTGIS/AFMID	16	go_bp
GO:1901028	GO:1901028	regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	16/7469	23/12427	0.695652173913043	1.15743333313929	0.927520191493216	0.240177344826486	0.666438037896915	0.589403125336795	GSK3A/BCL2L1/SLC35F6/HSPA1A/HIP1R/MUL1/BAK1/IER3/SLC25A4/TMEM14A/GCLC/TMEM102/BOK/SLC25A5/ATP5IF1/ZNF205	16	go_bp
GO:1901223	GO:1901223	negative regulation of non-canonical NF-kappaB signal transduction	16/7469	23/12427	0.695652173913043	1.15743333313929	0.927520191493216	0.240177344826486	0.666438037896915	0.589403125336795	NLRP3/HDAC7/LITAF/ADIPOR1/RELA/IFI35/CPNE1/NDUFC2/CCN3/PPM1B/SPI1/MKRN2/DDX3X/NLRP2/BMP7/PPM1A	16	go_bp
GO:1901673	GO:1901673	regulation of mitotic spindle assembly	16/7469	23/12427	0.695652173913043	1.15743333313929	0.927520191493216	0.240177344826486	0.666438037896915	0.589403125336795	CHMP4BP1/CHMP2A/EML3/HSPA1A/CHMP4B/CHMP6/HSPA1B/RIPOR2/CHMP1A/CHMP1B/CHMP2B/CHMP5/CHMP7/CHMP3/CHMP4A/HNRNPU	16	go_bp
GO:1904994	GO:1904994	regulation of leukocyte adhesion to vascular endothelial cell	16/7469	23/12427	0.695652173913043	1.15743333313929	0.927520191493216	0.240177344826486	0.666438037896915	0.589403125336795	KLF4/SELE/ALOX5/RELA/IL6/ITGB2/ST3GAL4/CCL21/FUT4/CXCL12/IRAK1/ITGA4/ETS1/NFAT5/RHOA/MDK	16	go_bp
GO:2000463	GO:2000463	positive regulation of excitatory postsynaptic potential	16/7469	23/12427	0.695652173913043	1.15743333313929	0.927520191493216	0.240177344826486	0.666438037896915	0.589403125336795	STX1A/ADRB2/PRKCZ/SSH1/CUX2/DLG4/CHRNA7/BAIAP2/SHANK3/APP/TBC1D24/PRKAR1B/RIMS1/NLGN2/PTK2B/NRXN1	16	go_bp
GO:0030833	GO:0030833	regulation of actin filament polymerization	69/7469	108/12427	0.638888888888889	1.06298998824772	0.806936426288912	0.240487606149193	0.666761663199545	0.589689342140101	SSH1/GBA2/EVL/PRKCE/PFN1/TENM1/SSH3/COTL1/HIP1R/ESAM/CFL1/FCHSD1/CRACD/HCK/MYADM/ARPC5/CTTN/FLII/BAIAP2/ARPC5L/CAPZB/HCLS1/HAX1/SCIN/CYFIP1/PIK3R2/BAIAP2L1/PLEKHG2/SNX9/CAPG/GRB2/GSN/KIRREL1/DMTN/PRKCD/VASP/PREX1/MTOR/RAC1/NCK2/TRIOBP/SPTBN4/DAAM2/CORO1A/KANK1/CCL21/CCR7/TMSB4X/CDC42EP4/SPTAN1/ARF6/SLIT2/PFN2/PTK2B/CDC42EP3/BBS4/SPTBN1/NCKAP1L/BAG4/ELN/ADD1/MTPN/CAPZA2/ASB2/VILL/CSF3/KANK2/SSH2/ARPC2	69	go_bp
GO:0032370	GO:0032370	positive regulation of lipid transport	38/7469	58/12427	0.655172413793103	1.09008268659886	0.843979067132644	0.240534510533746	0.666761663199545	0.589689342140101	EDN1/CYP4F2/PRELID1/IL1B/LDLRAP1/DBI/NR1H3/NKX3-1/TREM2/ECRG4/PTGES/CES1/ABCA3/ACSL1/NMB/ANXA2/EEPD1/PTCH1/SCP2/GPS2/COMMD1/LIPG/ABCA7/P2RX4/LPCAT3/RXRA/SPP1/ZDHHC8/NFKB1/ABCA8/CAV1/ABCA1/LRP1/P2RX7/PLTP/PPARG/TMEM30A/APOE	38	go_bp
GO:0050918	GO:0050918	positive chemotaxis	33/7469	50/12427	0.66	1.09811487481591	0.853209738675444	0.241015867069158	0.667428554960746	0.590279146541953	CCL3/VEGFA/PLXNB3/CREB3/CCL2/BMP4/CCL5/SMAD3/S1PR1/CXCL8/IL16/LGALS3/TSC2/S100A4/WNT7B/APP/MET/CORO1A/VEGFB/CXCL12/CXCL10/SCG2/ALKBH1/NTRK3/PTPRJ/F3/ITGA2/ARTN/PGF/NTF3/VEGFC/WNT5A/CX3CL1	33	go_bp
GO:2001238	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	33/7469	50/12427	0.66	1.09811487481591	0.853209738675444	0.241015867069158	0.667428554960746	0.590279146541953	ATF3/THBS1/PPP2R1A/RET/PPP1CA/PMAIP1/TNFRSF12A/RBCK1/LTBR/HYAL2/PDIA3/BMPR1B/WWOX/BID/APP/FADD/PEA15/DEDD2/ITM2C/TNFSF15/TLR4/LTB/INHBA/GPER1/TNFSF12/RIPK1/BCL2L14/TRAF2/CAV1/MAL/SRPX/PTPRC/PPP2R1B	33	go_bp
GO:0007043	GO:0007043	cell-cell junction assembly	77/7469	121/12427	0.636363636363636	1.0587884467922	0.797571926702163	0.241665334007346	0.668892966418735	0.591574283735564	CLDN15/FLCN/OCEL1/NPHP4/FBF1/IKBKB/MICALL2/HDAC7/CDH26/MYO1C/IL1B/ACTG1/CDH19/CD9/FZD5/RHOC/SNAI2/TBCD/IRX3/ESAM/MARVELD3/ZNF703/FKRP/CDH1/PRKACA/ILDR1/ACTB/CDH24/SMAD7/CNTNAP1/PDCD6IP/WDR1/TLN2/EPHA2/CNTNAP2/CDH5/CTNNB1/ARL2/AFDN/DLG5/RAC1/PKP4/RAB13/CLDN4/PKP1/CLDN23/ACE/PECAM1/PATJ/AMOT/SLC39A9/FSCN1/SNAI1/CDH2/PKP2/GRHL2/CDH11/SRF/GJA4/CAV1/GJB1/RAMP2/HIPK1/CLDN11/TLN1/PIP5K1C/PRKCA/GJA1/GJC1/JUP/ANK2/EPB41L3/F11R/LSR/RHOA/MPP7/GJA5	77	go_bp
GO:0001558	GO:0001558	regulation of cell growth	205/7469	330/12427	0.621212121212121	1.03357919805905	0.758808335267309	0.241983448537745	0.669439240864901	0.592057413220306	SGK1/CDK11A/MEG3/DNM2/ING5/VEGFA/BCL6/EDN1/CDK11B/HBEGF/AKT1/CDKN1A/CREB3/IGFBP3/OSGIN1/GSK3A/KLHL22/STK11/EPHX2/ZFYVE27/CISH/ABL1/CRABP2/VGLL4/TSPYL2/TNFRSF12A/DCUN1D3/DERL2/KAZALD1/EAF2/XBP1/HSPA1A/SYT17/INO80/LAMTOR1/PLXNA3/CIB1/GNG4/SERTAD3/GDI1/CFL1/MUL1/HSPA1B/S100A8/OGFR/CD38/PPARD/ADIPOR1/SLC9A1/NDRG3/SMARCA4/RUFY3/MEGF8/ARHGEF11/L1CAM/CXCL16/ERBB2/CDH1/CDKN2D/HYAL2/MSX1/DNAJB2/TAOK2/SEMA4D/JADE2/ADAM10/G6PD/IP6K2/IFRD1/NPR1/SMAD3/ATG16L1/CTTN/SMAD7/BST2/CPNE5/ADAM15/PI16/NAIF1/EIF4G1/LIMK1/SERPINE2/AVPR1A/MACF1/ING1/CLSTN1/NME6/DCUN1D5/PPARA/SEMA3F/KDM2B/CDKL5/TCHP/S100A9/SH3BP4/ANAPC2/MT3/SEMA7A/IGFBP5/HDAC6/ARHGAP4/CCN3/NUBP1/PRKN/LAMTOR2/SESN2/JADE1/RPS6KA1/SEMA6C/EFNA5/TRPV2/RB1/SOX17/HDGFL2/PPP1R9B/PSRC1/MTOR/BAP1/RIMS1/IGFBP7/ENO1/SMURF1/MEAF6/FRZB/FOXP1/MAPT/CRK/EGFR/EIF4G2/CDK5/MMP14/RNF6/SFRP2/SPOCK1/ULK1/SIN3A/PRR5/EGLN2/CXCL12/PRDM11/PHB1/TMEM97/MUC12/SLC44A4/OLFM1/DNPH1/CRKL/ADAM17/DDX3X/RPTOR/SPP1/SLIT2/ULK2/RTN4/YAP1/SCGB3A1/CDKN1B/SPHK1/INHBA/NTRK3/DDR1/PTPRJ/SPHK2/LPAR3/RPS6KA3/IGF1/WFDC1/TGFBR1/H3-3B/SRF/TP53/MAD2L2/CCAR2/GOLGA4/ACVR1B/RACK1/CPNE6/TGFB1/RGMA/EXTL3/SLIT3/DISC1/EXOSC2/RGS2/MTPN/GJA1/H3-3A/CAPRIN2/RTN4R/CEACAM1/RBBP7/IGFBP4/WNT5A/SOCS2/RERG/FSTL4/TRIM32/SIPA1/SMARCA2/MAP1B/FHL1/BLTP1/APOE/TEAD1/SLC23A2	205	go_bp
GO:0032386	GO:0032386	regulation of intracellular transport	150/7469	240/12427	0.625	1.03988151024233	0.765724343809986	0.2429420367915	0.671755936145674	0.594106317036256	NEAT1/INSIG1/OAZ1/GAS1/REEP5/PLK3/AKAP8L/MAP2K2/MAVS/CHP1/DDX39A/DERL3/BMP4/BAG3/EMD/RAB11FIP3/ALKBH5/IL1B/STK11/CAMK1/LDLRAP1/MAPK3/ARHGAP8/IFI27/GRIPAP1/RAB29/NFKBIA/DERL2/SRC/XBP1/TMEM53/TENM1/BCAP31/VAMP2/ARHGAP1/EIPR1/ERLEC1/OAZ3/MAP2K1/PTPN1/CD81/TBC1D20/NUMA1/ARHGAP44/ZPR1/PTPN23/OAZ2/FRAT1/EDEM2/NF2/NDEL1/RUFY3/EDEM1/DYNLRB1/CAPN10/IER3/YWHAE/NEFH/SNAPIN/CDH1/PCNT/HYAL2/EHD1/UBE2G2/LAMP1/PRKACA/TNNC1/SMAD3/CWH43/SNX12/SUFU/RAPGEF3/ANXA2/RIPOR1/DMAP1/HCLS1/ERGIC3/PKIG/SMO/SEPTIN8/MX2/RANGAP1/NRDE2/PIK3R2/PTPN14/CD36/TMEM30B/SCP2/EZR/NDRG4/PRKN/CHRM1/DENND10/NUP58/PRKCD/TM9SF4/SIRT7/ATP9A/COMMD1/UBE2J1/OS9/DYNC1H1/ATP13A2/TRIM28/AAAS/CDK5/HDAC3/KHDRBS1/VPS11/IWS1/NSUN2/TMEM97/RAB11B/RAB11A/RBM10/LCP1/PRR5L/RAN/DYNC1LI2/HSP90AA1/MAPK1/ZDHHC2/NUS1/DYNLT1/DYNLT2B/MTMR2/PIK3R1/PARK7/BARD1/PSEN1/GLI3/PPM1A/MSN/CHMP3/MTMR4/TGFB1/USP7/REEP6/GAS6/JUP/STX18/WNK1/DYNLL1/YIPF5/TMEM30A/MAP1B/ABCA2/FRAT2/RBM4/EHD2	150	go_bp
GO:0043086	GO:0043086	negative regulation of catalytic activity	88/7469	139/12427	0.633093525179856	1.05334760174188	0.776292414109683	0.246360982120514	0.680870032341042	0.60216689653007	ERRFI1/TMED2/DUSP1/NEIL1/ZFP36/GADD45A/PLXNB3/CDKN1A/CHP1/GSK3A/CDK5RAP3/ABL1/ZFYVE28/VPS25/RASA4/NOSIP/GSKIP/ADARB1/GPRC5A/PTPN1/CHMP6/TMBIM1/SRCIN1/SERPINB1/LATS2/DUSP7/TARBP2/FICD/DFFA/NPRL2/PRDX5/NT5DC2/SERPINB8/SH3BP4/MT3/CD300A/PRKN/MVP/TIMP2/BANF1/TFAP4/RB1/RGS14/ARL2/TIMP1/PPM1E/RRP1B/GNAI2/GAPDH/PRDX3/MEN1/AKT1S1/DNAJA1/GLA/TAF7/SERPINB9/PARP9/GZMA/PLIN5/CAND1/PAQR3/YWHAG/CDKN1B/XRCC1/APBA3/ECM1/DBNDD2/PTPRJ/MAPK8IP1/LTB4R2/PPIA/TP53/MAD2L2/CCAR2/KLRK1/CDK5RAP1/HEG1/ADAR/RPL23/THY1/WARS1/EDNRB/ATP5IF1/CEACAM1/PTPRC/NOTCH1/HNRNPU/RASIP1	88	go_bp
GO:0005977	GO:0005977	glycogen metabolic process	46/7469	71/12427	0.647887323943662	1.07796167822304	0.808565202336092	0.247520728450977	0.683393883731183	0.604399010864254	NR1D1/PHKG2/AKT1/PHKA2/GSK3A/IRS2/PPP1CA/STK40/WDR45/PER2/AKT2/GRB10/SELENOS/GYS1/INPP5K/PYGL/GABARAPL1/PPP1R3B/PASK/WIPI2/PPP1R2/STBD1/PYGB/KHK/PPP1R1A/INSR/PPP1R3D/WDR45B/PRKAG2/GYG1/GYG2/WIPI1/RUBCNL/DYRK2/IRS1/GNMT/IGF1/COMT/PPP1CB/NHLRC1/PPP1R3E/ATG2B/PPP1R3C/PCDH12/GAA/LEPR	46	go_bp
GO:0022600	GO:0022600	digestive system process	46/7469	71/12427	0.647887323943662	1.07796167822304	0.808565202336092	0.247520728450977	0.683393883731183	0.604399010864254	SGK1/CLDN15/MUC4/INAVA/SLC2A5/NR1H3/IL10RA/LDLR/AQP1/SLC26A6/SLC46A1/HIP1R/TJP2/VDR/CRACD/TFF1/SCARB1/SLC22A5/HRH2/UGCG/CD36/TFF3/EZR/MUC13/CHRM1/NPC1/LPCAT3/STRAP/LIMA1/FOLH1/TYMP/TLR4/ACO1/AKR1C1/MOGAT2/COMT/COPA/LIPA/WNK1/F11R/ADRA2A/SOX9/MDK/PPP3CA/PTGER3/KCNQ1	46	go_bp
GO:0001893	GO:0001893	maternal placenta development	21/7469	31/12427	0.67741935483871	1.1270973788433	0.869601540381776	0.248805646088045	0.685575796178987	0.606328711665854	STC1/TMED2/AKT1/PRDM1/PTGS2/EPOR/CTSB/VDR/PPARD/NR2F2/LIF/RXRB/DAZAP1/CITED2/DEDD/PRDX3/PTN/SPP1/BSG/PTGIS/JUNB	21	go_bp
GO:0007157	GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	21/7469	31/12427	0.67741935483871	1.1270973788433	0.869601540381776	0.248805646088045	0.685575796178987	0.606328711665854	PVR/SELE/ICAM1/NECTIN1/CD6/ITGAL/ITGA5/HMCN1/NECTIN4/AMIGO1/CEACAM6/CADM3/JAML/AMIGO2/CDH2/CD209/VCAM1/NRXN1/SELL/SCARF1/CD164	21	go_bp
GO:0010591	GO:0010591	regulation of lamellipodium assembly	21/7469	31/12427	0.67741935483871	1.1270973788433	0.869601540381776	0.248805646088045	0.685575796178987	0.606328711665854	PLXNB3/BIN3/CFL1/AKIRIN1/RAC2/CYFIP1/EPHA2/AUTS2/ABI3/DMTN/ACTR3/MTOR/RAC1/WAS/SLIT2/HSP90AA1/PLCE1/FSCN1/PIK3R1/BRK1/ARPC2	21	go_bp
GO:0060765	GO:0060765	regulation of androgen receptor signaling pathway	21/7469	31/12427	0.67741935483871	1.1270973788433	0.869601540381776	0.248805646088045	0.685575796178987	0.606328711665854	SAFB2/SMARCA4/NCOR1/PRMT2/DDX5/HDAC6/KDM5D/HEYL/FOXP1/TCF7L2/RNF6/TRIM68/NCOR2/SAFB/PHB1/TAF1/RNF14/KDM4C/IGF1/PARK7/TCF21	21	go_bp
GO:0008637	GO:0008637	apoptotic mitochondrial changes	67/7469	105/12427	0.638095238095238	1.06166950379027	0.778875681813132	0.249855607427368	0.688126918816358	0.608584944908976	PIM2/GPX1/PLAUR/AKT1/TIMM50/PRELID1/MCL1/GSK3A/BCL2L1/PMAIP1/SLC35F6/RTL10/PINK1/HSPA1A/BNIP3/BCL2L2/PPIF/FMC1/HIP1R/MUL1/PPM1K/BCL2L11/FAM162A/BAK1/IER3/IFI6/MOAP1/BMF/JTB/FIS1/SLC25A4/BCL2A1/MMP9/SMAD3/TMEM14A/NAIF1/NPTX1/BLOC1S2/NOL3/BID/HK2/GCLC/PRKN/TMEM102/PARL/TP73/GHITM/BBC3/MTCH2/SOD2/LMNA/GPER1/STPG1/MLLT11/IGF1/BIK/TP53/CCAR2/BOK/EYA2/BNIP3L/SLC25A5/PLSCR3/PPP2CB/ATP5IF1/ZNF205/FXN	67	go_bp
GO:0050673	GO:0050673	epithelial cell proliferation	220/7469	355/12427	0.619718309859155	1.03109377916986	0.729527581624117	0.25060586196801	0.689850495903994	0.610109290256096	NR1D1/NEAT1/FLCN/ERRFI1/AREG/EGR3/THBS1/VEGFA/NFKBIZ/GPX1/ZFP36/VASH1/C5AR1/COL4A3/PPP1R16B/MAP2K2/TNFAIP3/KLF9/AKT1/PLXNB3/CDKN1A/JUN/PRDM1/NR4A3/RGCC/CCL2/BMP4/IGFBP3/HAS2/DUSP10/ALOX5/NRARP/IRS2/SIDT2/MYDGF/STK11/POLD4/PLCG1/BCL2L1/EAF2/XBP1/IFT57/NKX3-1/ID2/MAGED1/BCL2L2/SNAI2/CCL5/RREB1/SAV1/MAP2K1/FMC1/MARVELD3/VDR/PPARD/NR2F2/KRT4/ZFP36L1/ATOH8/ZNF703/PDPK1/AR/STAT6/BAK1/TFAP2C/STAT3/IL6/SCARB1/CXCR3/CFLAR/ERBB2/HMOX1/SERPINB1/MMRN2/NR4A1/NCF1/KIT/SMAD3/B4GALT1/HIF1A/DLL4/FUT2/AQP11/GATA3/B2M/CDKN2B/PYGO2/KDF1/FUT1/ZNF580/CD34/ANG/SMO/PIK3CD/RUNX2/PTCH1/OVOL2/SRSF6/STAT1/WDR77/PDCD6/BID/EPHA2/IGFBP5/HDAC6/ESR1/RAP1GAP/WNT2/STAT5A/CCN3/OSR1/NCSTN/ENG/HOXA5/NME1/CTNNB1/ESRP2/RPS6KA1/RB1/PGR/IRF6/PHB2/TACSTD2/FLT1/JAML/ITGB3BP/PROK1/TCF7L2/EGFR/DEAF1/FGFR1/ISL1/MMP14/SFRP2/ERN1/ARX/HSF1/TGFA/BCL11B/C6orf89/COL8A2/VEGFB/SP1/GRN/HES1/IHH/CEBPB/CXCL12/RUNX3/TBX1/TIE1/LGR4/BMP5/GATA2/ROBO1/PTN/PRKD2/ADAM17/SCG2/SULF1/LRG1/RPTOR/TP63/SLC39A9/CDK4/NME2/MAPK1/RTN4/YAP1/ITGA4/CDKN1B/NUS1/OR51E2/PIK3CB/ECM1/LOXL2/FA2H/TNFSF12/IGF1/EFNB2/HLX/TGFBR1/CALCA/F3/RAF1/PSEN1/CCND1/CAV1/SERPINF1/ITGB3/PURA/IFT172/TGFB1/HRAS/NGFR/EXTL3/PTPRM/PRKCA/MTSS1/CAV2/LIPA/EDNRB/LAMB1/ATP5IF1/WDR13/GLI1/CEACAM1/VEGFC/IGFBP4/PPARG/DLX5/COL8A1/WNT5A/NOTCH1/SERPINB5/SOX9/TBX2/PRKX/MDK/APOE	220	go_bp
GO:0141137	GO:0141137	positive regulation of gene expression, epigenetic	36/7469	55/12427	0.654545454545455	1.08903954527197	0.81224671876289	0.251871720037338	0.691154629056962	0.611262676036175	EGR1/KAT8/USP21/ZNHIT1/WBP2/RBM14/SGF29/TET3/SMARCA4/ATAD2B/TRMT112/KMT2A/ARID1A/MACROH2A1/APOBEC3F/OGG1/ARID1B/WDR5/PHF2/DPY30/APP/GLYR1/SIRT7/SMARCB1/SPI1/NOC2L/MEN1/APOBEC3C/ALKBH1/ALKBH4/SPHK2/TP53/VPS72/PADI2/ASH2L/SMARCD1	36	go_bp
GO:0001779	GO:0001779	natural killer cell differentiation	14/7469	20/12427	0.7	1.16466729147142	0.904550029085362	0.252824961711313	0.691154629056962	0.611262676036175	PRDM1/TUSC2/ID2/MERTK/NFIL3/IL15RA/PIK3CD/STAT5A/TYRO3/PBX1/AXL/IL15/GAS6/PTPRC	14	go_bp
GO:0010661	GO:0010661	positive regulation of muscle cell apoptotic process	14/7469	20/12427	0.7	1.16466729147142	0.904550029085362	0.252824961711313	0.691154629056962	0.611262676036175	ATF4/BNIP3/PTPN1/TIGAR/BAG1/FOXO1/ATP2A2/SOD2/MFN2/CAPN2/RBM10/STUB1/TP53/PPARG	14	go_bp
GO:0010894	GO:0010894	negative regulation of steroid biosynthetic process	14/7469	20/12427	0.7	1.16466729147142	0.904550029085362	0.252824961711313	0.691154629056962	0.611262676036175	INSIG1/SCAP/SNAI2/GGCX/GFI1/ERLIN2/BMP2/BMP5/PDE8B/SNAI1/NFKB1/ATP1A1/DKK3/APOE	14	go_bp
GO:0032288	GO:0032288	myelin assembly	14/7469	20/12427	0.7	1.16466729147142	0.904550029085362	0.252824961711313	0.691154629056962	0.611262676036175	PLLP/ERCC2/CD9/TPPP/CNTNAP1/NCMAP/PMP22/ITGB4/MTMR2/MIOS/DICER1/ANK2/EPB41L3/ABCA2	14	go_bp
GO:0032967	GO:0032967	positive regulation of collagen biosynthetic process	14/7469	20/12427	0.7	1.16466729147142	0.904550029085362	0.252824961711313	0.691154629056962	0.611262676036175	RGCC/BMP4/RUNX1/LARP6/PRDX5/CBX8/VIM/IHH/SCX/INHBA/ITGA2/CREB3L1/TGFB1/TGFB3	14	go_bp
GO:0034616	GO:0034616	response to laminar fluid shear stress	14/7469	20/12427	0.7	1.16466729147142	0.904550029085362	0.252824961711313	0.691154629056962	0.611262676036175	KLF4/SREBF2/AKT1/ASS1/GNAS/KLF2/XBP1/PDPK1/PRKACA/SMAD7/MTOR/CAPN2/ABCA1/TGFB1	14	go_bp
GO:0045624	GO:0045624	positive regulation of T-helper cell differentiation	14/7469	20/12427	0.7	1.16466729147142	0.904550029085362	0.252824961711313	0.691154629056962	0.611262676036175	NLRP3/NFKBIZ/PRKCZ/BRD4/IL4R/RARA/BRD2/NFKBID/RIPK2/CCL19/IL12RB1/ANXA1/HLX/CD86	14	go_bp
GO:0048596	GO:0048596	embryonic camera-type eye morphogenesis	14/7469	20/12427	0.7	1.16466729147142	0.904550029085362	0.252824961711313	0.691154629056962	0.611262676036175	STRA6/FZD5/CITED2/KDM2B/HIPK2/IHH/TFAP2A/PHACTR4/BMP7/ALDH1A3/IFT172/HIPK1/WNT5A/TBX2	14	go_bp
GO:0055070	GO:0055070	copper ion homeostasis	14/7469	20/12427	0.7	1.16466729147142	0.904550029085362	0.252824961711313	0.691154629056962	0.611262676036175	COX19/SLC31A1/ATOX1/ARF1/SCO1/ABCB6/APP/ANKRD9/COMMD1/SLC31A2/CCDC22/PRNP/CP/SCO2	14	go_bp
GO:0060716	GO:0060716	labyrinthine layer blood vessel development	14/7469	20/12427	0.7	1.16466729147142	0.904550029085362	0.252824961711313	0.691154629056962	0.611262676036175	CCN1/TMED2/VASH1/AKT1/FZD5/FBXW8/OVOL2/WNT2/NSDHL/HS6ST1/HES1/MAPK1/JUNB/LLGL2	14	go_bp
GO:0090201	GO:0090201	negative regulation of release of cytochrome c from mitochondria	14/7469	20/12427	0.7	1.16466729147142	0.904550029085362	0.252824961711313	0.691154629056962	0.611262676036175	GPX1/AKT1/PRELID1/BCL2L1/PPIF/BAK1/IFI6/NOL3/PRKN/PARL/GHITM/LMNA/IGF1/FXN	14	go_bp
GO:0097734	GO:0097734	extracellular exosome biogenesis	14/7469	20/12427	0.7	1.16466729147142	0.904550029085362	0.252824961711313	0.691154629056962	0.611262676036175	VPS4A/CHMP2A/SNF8/RAB27A/HGS/CD34/SDC4/PDCD6IP/SDC1/PRKN/ATP9A/ATP13A2/RAB7A/RAB11A	14	go_bp
GO:2000047	GO:2000047	regulation of cell-cell adhesion mediated by cadherin	14/7469	20/12427	0.7	1.16466729147142	0.904550029085362	0.252824961711313	0.691154629056962	0.611262676036175	VEGFA/RGCC/NOTCH4/FLOT1/SMAD7/FOXA1/PTPRU/AFDN/ADAM19/MAD2L2/TGFB1/PPM1F/WNT5A/NOTCH1	14	go_bp
